airtable_id,agv_type,product_name,service_coverage,source_notes,active,company_id,product_id,is_oem_product,base_model_id,product_description,distribution_model
rec4WlUa1jurx6Zjb,Mobile AMR,Geek+ RoboShuttle (Tote/Bin-to-Person),EU|Global,blog.geekplus.com/4-types-g2p (RoboShuttle/C200M),true,recAt0MsnmNI40XJ6,da465e02-221c-462c-9e26-dfc271d79724,true,rec3Ap6W3lZ4p3VsD,Bin/tote-to-person; extended-depth bin-to-person (C200M); narrow-aisle; up to ~11m reach; high density,Direct|Dealer Network
rec4vUCBGvD3cmlHQ,Forklift AGV,Linde L-MATIC,EU,"linde-mh.com L-MATIC. Pallet stacker AGV, 1600kg, lift 2900mm, natural-feature SLAM. OEM: Balyo LOWY. HIGH confidence.",true,rec8aaW4EIEDGlEe0,ab15c58b-142c-45c8-9531-96aafd45ceef,true,recjJT4X18c36n0t1,,
rec5VgErvHkq3gLya,Forklift AGV,Grenzebach FF1200S,EU,"Straddle stacker forklift AGV for euro pallets. Support legs straddle the pallet sides. Lifting height 1200mm (racking level 1), max payload 1200kg (1500kg on request). Speed 2.0 m/s. Newer product page specs used (contour navigation, dimensions ~1725×800mm, turning radius 1450mm, aisle 2800mm). 2021 PDF datasheet showed older version: 3000mm lift, inductive track guidance, 1.5 m/s — those specs are for legacy model. forks_free_floating=FALSE (Straddle Stacker rule). Env conditions from 2021 PDF (5-40°C, 70% humidity max). Fleet: Fleet Manager (VDA5050-compatible software, vehicle VDA5050 not confirmed).

Source: https://www.grenzebach.com/en/markets/intralogistics/automated-guided-vehicles/ff1200s/",true,reccYgYjiWKDCZrDt,50352808-0b59-4ab7-bd45-9e9433a4c807,,recpeNis3EC3zoKTz,"Straddle stacker forklift AGV for euro pallets. Support legs straddle the pallet sides. Lifting height 1200mm (racking level 1), max payload 1200kg (1500kg on request). Speed 2.0 m/s. Newer product page specs used (contour navigation, dimensions ~1725×800mm, turning radius 1450mm, aisle 2800mm). 2021 PDF datasheet showed older version: 3000mm lift, inductive track guidance, 1.5 m/s — those specs are for legacy model. forks_free_floating=FALSE (Straddle Stacker rule). Env conditions from 2021 PDF (5-40°C, 70% humidity max). Fleet: Fleet Manager (VDA5050-compatible software, vehicle VDA5050 not confirmed).",
rec5utZr8VI47oi9J,Forklift AGV,VisionNav VNP15,EU,"visionnav.com VNP15 product page. Pallet stacker AGV, 1500kg, lift 3000mm std (opt 4500mm), 3D SLAM nav.",true,recukyJanezH7UdIk,0ebe2e0b-6a0e-4d8a-9ea0-be10855e8e6b,,reco4NRjKEbi5O2Hx,,
rec66qWw2vewVocy4,Forklift AGV,Hikrobot F4-1000C,EU,"FMR straddle stacker forklift AGV. IFOY 2024 nominee. Payload 1000kg at 1.3m, 600kg at 3m. Lifting height ~2031mm (data sheet); can reach ~3000mm at reduced 600kg capacity. Speed 1.8 m/s (unloaded), 1.2 m/s (loaded). Chassis 400mm body-length, 1600mm total with forks, 800mm wide. Pallet detection: identifies up to 10° misalignment. Accuracy ±5mm. Battery 48V/70Ah Li-Ion, 8h runtime, 2h charge. Aisle: 2050mm minimum. drive_type=Straddle Stacker; forks_free_floating=FALSE. Fleet RCS 2000 (centralized). CE marked. Pallet size: DIN 1200×1000mm confirmed; EUR pallet compatibility inferred. SLAM navigation — no infrastructure required.

Source: https://logisticsbusiness.com/materials-handling/amr-agv/ifoy-test-report-hikrobot-f4-1000c-2/",true,rec8puMCz7RojpCwA,88b5cd9d-3a86-47a4-b867-158eb042d800,,reckYuAcsEEqPFZJq,"FMR straddle stacker forklift AGV. IFOY 2024 nominee. Payload 1000kg at 1.3m, 600kg at 3m. Lifting height ~2031mm (data sheet); can reach ~3000mm at reduced 600kg capacity. Speed 1.8 m/s (unloaded), 1.2 m/s (loaded). Chassis 400mm body-length, 1600mm total with forks, 800mm wide. Pallet detection: identifies up to 10° misalignment. Accuracy ±5mm. Battery 48V/70Ah Li-Ion, 8h runtime, 2h charge. Aisle: 2050mm minimum. drive_type=Straddle Stacker; forks_free_floating=FALSE. Fleet RCS 2000 (centralized). CE marked. Pallet size: DIN 1200×1000mm confirmed; EUR pallet compatibility inferred. SLAM navigation — no infrastructure required.",
rec6RZNgNykFCpoJL,Tugger AGV,K10P One-Way,EU|Global,kivnon.com/k10p-one-way (1800kg variant),true,rec7yndnVdYy5eTUb,b8fb003c-8f25-41d1-882e-32c901834bd2,true,recX2xGIfinkPlxey,"AGV tugger one-way (lighter); up to 1,800kg towing; retractable pin",Direct|Dealer Network
rec6Tk4j0bG0idH01,Mobile AMR,Stäubli PF3,EU,"staubli.com PF3 / PF3 OMNI. Heavy-load platform AGV, 2721kg (6000 lb), ~1.1 m/s, laser/natural-feature (WFT drive units). 2400×1035×350mm. HIGH confidence.",true,rec8FExjRRo6svtHS,4f00869e-392b-4491-b559-7a12ee0858b1,,recYWetfESkLiroZg,,
rec6kM0iPNVjbji05,Mobile AMR,GreyOrange Ranger RU-L,EU,"greyorange.com Ranger Uplift-L (RU-L). Underride lift AMR, 1000kg, 2.0 m/s.",true,recjfvPS6rpvUpcKt,40dabbc6-495b-4ed1-9153-4e3280651c38,,recvEPSeRyFeN1wOf,,
rec6p6yzB3sPFh14S,Mobile AMR,MiR1350,EU|Global,automationinc.com/mir,true,rec3kotWF4mpX7RTU,4d124455-1af6-4184-a447-91d99a294c6c,true,recA5z0LOKPckVhTk,"Heaviest MiR; 1,350kg; up to 2.7m/s; heavy load transport; ISO 3691-4",Direct|Dealer Network
rec6zhk7G48cHRhyy,Mobile AMR,UniMover D 100,,,true,rec8blP7rKmtibWcx,fd79cea9-035c-4066-8bec-60592ff5b1d2,,recYhSQ2FOlzXPrsN,"oceaneering.com / materialhandling247.com UniMover D 100. Smallest underride AMR, 100 kg / 220 lb, 1.9 m/s, BlueBotics ANT natural-feature SLAM. Launched at MODEX 2022 alongside O 600 and MaxMover CB D 2000. Confirmed current 2026-06-30. HIGH confidence.",
rec87yYTnrxwaPx7s,Forklift AGV,Open Shuttle Fork,EU,"knapp.com Open Shuttle Fork. AMR pallet forklift, 1300kg, lift 0–1200mm, natural-feature SLAM.",true,rec6rUDyeGz1KEUZR,ee981f62-4fdc-4dad-a1c7-eee18fc62274,,rece4PUANBkziyEpq,,
rec8JMIgCnSWXfD7E,Mobile AMR,Stäubli PF30,EU,"staubli.com / mobile-robots.com PF30. Very heavy-load platform AGV, 27215kg (60000 lb), 3650×2135×560mm, laser/natural-feature. Speed not published — NULL. HIGH confidence.",true,rec8FExjRRo6svtHS,eaf6399d-31f7-4b19-80c6-50020ca18596,,recu7Kbtr1VqbEfsC,,
rec9AsznRkerzqrVy,Mobile AMR,Hikrobot Q2L-300A,EU,"agvnetwork.com Hikrobot Q2L-300A. Latent-lift platform AMR, 300kg, QR-code nav. Speed not confirmed. MEDIUM confidence.",true,rec8puMCz7RojpCwA,c6267bd8-3741-415c-a3e6-386035e84025,,recxzztPQt6HPghtH,,
rec9f9eIJso42yw80,Mobile AMR,arculee S,EU|Global,mobile-robots.com/arculus; qviro arculee-s,true,recoAvZXd1iBbz0KJ,7427e24a-a63c-4062-8aa4-1a309952bd92,true,recNZIkhEmKOf1ipN,"Underload AMR; 1,000kg; 2.3m/s; 800x750x290mm; built-in lift; 3D SLAM+QR+reflectors; VDA5050; 360° safety; ref Prodrive NL (14 units)",Direct|Dealer Network
rec9xWFLoWit2EYTN,Forklift AGV,ek robotics VARIO MOVE CB,EU,"Modular high-lift counterbalanced forklift AGV. Payload up to 1600 kg (CB variant with cantilever forks), max lifting height 5000mm. Max speed 2.0 m/s. Battery: Li-Ion with opportunity charging (10 min top-up from 60% to 80%) enabling autonomous continuous operation. VARIO MOVE platform has 5 variants: L (high-lift reach), CB (counterbalanced), AS (straddle), CT (conveyor), CTO (omnidirectional conveyor). Navigation: platform supports all major nav technologies — specific type not fixed (configurable per project). Red Dot Award winner. forks_free_floating=TRUE (counterbalanced variant). Fleet Transport Manager. multi_load_compatibility: CB has graduated load modules for different payloads.

Source: https://ek-robotics.com/en/transport-robots/vario-move/",true,rec1ZqbEZI1N1xhER,992beb37-e4b2-4899-8fd5-dbcdff41df9a,,recbj8Ef7ilSVrHZ1,"Modular high-lift counterbalanced forklift AGV. Payload up to 1600 kg (CB variant with cantilever forks), max lifting height 5000mm. Max speed 2.0 m/s. Battery: Li-Ion with opportunity charging (10 min top-up from 60% to 80%) enabling autonomous continuous operation. VARIO MOVE platform has 5 variants: L (high-lift reach), CB (counterbalanced), AS (straddle), CT (conveyor), CTO (omnidirectional conveyor). Navigation: platform supports all major nav technologies — specific type not fixed (configurable per project). Red Dot Award winner. forks_free_floating=TRUE (counterbalanced variant). Fleet Transport Manager. multi_load_compatibility: CB has graduated load modules for different payloads.",
recACMx2GlxYY7wWL,Forklift AGV,Alstef GLR,EU,"alstefgroup.com AGV/AMR range. GLR narrow-aisle reach truck AGV, 1400kg, lift 9000mm, 2.5 m/s. HIGH confidence.",true,recqURrzWQCNcvx5y,61ee91af-9880-4e73-9017-6a0124ea0b80,,recHxCz42WKsAmJkW,,
recAVdbFctgVfTHak,Mobile AMR,Open Shuttle,EU,"knapp.com Open Shuttle container/tote transport AMR. 120kg payload, natural-feature SLAM.",true,rec6rUDyeGz1KEUZR,026f1fe1-3140-4230-8bec-fc27e12bd681,,rec2LwEsJe3PJuGyL,,
recAlc4xa4qrup1x2,Forklift AGV,E80 Clamp/Reel LGV (Elephant/Unicorn),EU|Global,"tissueworldmagazine.com E80 Unicorn (5t reels, 9m, 3-high) — tissue-specific, verify relevance for F&B PoC",true,rec4U8V9R8zqmsUXE,38deea07-7727-43c4-a592-d581ea5911ee,true,recGM5MRsdA35zkKS,"Specialised reel/clamp LGV for tissue/paper; Unicorn lifts reels up to 5t, stacks 3 high (9m); Elephant clamp variant",Integrator only (project)
recB2gYNWYug4WeoB,Mobile AMR,MAXOLUTION AA015,EU,"sew-eurodrive.co.uk MAXOLUTION AA015. Assembly assistant, 1400kg, modular/custom nav. MEDIUM confidence.",true,recBp0jsgCvbubRbL,86602dfb-abd1-4cbd-a2d5-e6ce67aa851e,,recovkOHX6hk5bWoD,,
recBBPj1oeWxUa6Ch,Mobile AMR,AGILOX ONE,EU|Global,agilox.net/products; qviro ONE specs,true,reczVbLhhjMOYTRDU,aacbcf6e-1208-4fdd-8d53-554789eb0991,true,recOVAfEjTJqcAl3j,"Omnidirectional all-rounder AMR w/ scissor lift; open pallets (EUR/half/industrial); 1,300mm aisle; X-SWARM; 3min charge=1h",Direct|Dealer Network
recBBqUSZt8j1X0G7,Forklift AGV,VisionNav VNR16,EU,"visionnav.com VNR16. Reach truck AGV, 1600kg, lift 5500mm std (opt 11200mm), aisle 3250mm, 2.0 m/s. HIGH confidence.",true,recukyJanezH7UdIk,354bb533-9f9f-4346-891c-9c0b702d69a5,,recmicdSL1E0TiTTL,,
recBEPWRvHGYVdgXL,Mobile AMR,VisionNav VNKQ20,EU,"visionnav.com VNKQ20 'Autonomous Mouse'. Slim under-load AMR, 2000kg, ~1.5 m/s (3.36 mph). Designed for narrow lanes. HIGH payload confidence, speed MEDIUM.",true,recukyJanezH7UdIk,3969c98c-f94e-4786-8718-0152b9f19c75,,recqEAjTbVSQsyIQq,,
recBGZDPLiPVBIoMH,Forklift AGV,VisionNav VNE40,EU,"visionnav.com VNE40. Counterbalance truck AGV, 4000kg, lift 3000mm std (opt 4500mm), aisle 4430mm, 2.2 m/s. HIGH confidence.",true,recukyJanezH7UdIk,99b0d7fb-ba7f-4f43-8d07-24b94086da22,,recKzSlQ0t6SWEvND,,
recBnlfL3B8iN4Pk0,Forklift AGV,VEENY,EU|Global,balyo.com/agv-vna/veeny,true,recpyJUHIF3IrIj3I,dcda0342-012c-4c18-92b3-4660e78bcd68,true,recMBQ9Vxk8uqzN5w,"Autonomous VNA turret truck (Linde base); 17m lift; 1.5t; aisles from 1.8m; geo-navigation, no infrastructure",Direct
recBo0OThLh3bxU2W,Mobile AMR,Omron HD-1500,EU,"Heavy-duty transport AMR, 1500kg payload. Natural Feature SLAM with safety-rated laser. PLd/SIL3 certified safety controller (both ratings claimed in brochure). Onboard Omron NX1 controller: EtherNet/IP, Safety over EtherCAT, OPC-UA, IO-Link. 9h runtime at full payload; very fast 24-min charge (20-80%). Max slope 5° = 8.75%. Standards: EN 1525 (legacy), ANSI B56.5, ISO 13849. Battery type not explicitly stated in brochure (battery_type=null). Overall dimensions not published. Target industries: Automotive, Semiconductor, Medical, Consumer products.

Source: https://assets.omron.eu/downloads/brochure/en/v2/v118_hd-1500_heavy_duty_mobile_robot_brochure_en.pdf",true,receHK0TwbfKpgoWJ,b7fff0e5-52a0-42c0-8cfd-e272d41a4504,,rec2Vn6bJpLSvTp6d,"Heavy-duty transport AMR, 1500kg payload. Natural Feature SLAM with safety-rated laser. PLd/SIL3 certified safety controller (both ratings claimed in brochure). Onboard Omron NX1 controller: EtherNet/IP, Safety over EtherCAT, OPC-UA, IO-Link. 9h runtime at full payload; very fast 24-min charge (20-80%). Max slope 5° = 8.75%. Standards: EN 1525 (legacy), ANSI B56.5, ISO 13849. Battery type not explicitly stated in brochure (battery_type=null). Overall dimensions not published. Target industries: Automotive, Semiconductor, Medical, Consumer products.",
recC2LqUqEwPpnfA4,Mobile AMR,MiR600,EU|Global,dnc-automation.com MiR600 (IP52),true,rec3kotWF4mpX7RTU,f4657cd3-a7fe-4255-ae8a-9d1b6b483c07,true,recQwl3ITBHFRIpUV,Transport AMR; 600kg; 2.0m/s; 1350x920mm; IP52 (F&B-capable); ISO 3691-4,Direct|Dealer Network
recCDUxrJWkvlV2D2,Mobile AMR,iw.hub + Pallet Dock,EU|Global,idealworks.com/news Sep 2025,true,recOSC9xMrIEHZsnb,d76956d1-b6ba-4b51-904e-0c673d8b0dc8,true,reck6XYJg6nsuzoT7,"iw.hub with stationary pallet-dock transfer station; pallet-level automation, no forklift; announced Sep 2025",Direct
recCYPqmsfvzh7Hcp,Mobile AMR,OSCAR,EU|Global,ds-automotion.com/oscar; expo21xx.com/ds-automotion,true,recjVkDGpP36pQokQ,393c8aea-46c5-4695-b3e3-f499983fb7c4,true,rechGJ72f5kcuXJfi,"Omnidirectional area-mobile underride AMR; 1,000kg; 1.6m/s; 320mm frame height; contour laser+opt.magnetic; VDA5050; rotates at standstill",Direct
recCqbYYLhrhJ8R12,Mobile AMR,SAFELOG AGV XS1,EU,"safelog.de blog 2024-04-18 XS1 launch. Goods-to-person AMR, 85kg (horizontal), up to 4.0 m/s, no nav type confirmed. HIGH confidence on payload/speed.",true,recFnzzgpAvw62jDy,406eedbe-07a5-4998-8e4c-20a61931db05,,recg9WLvjYcstORkc,,
recCzV6KVphBGolxG,Forklift AGV,VisionNav VNT30-01,EU,"visionnav.com VNT30-01. Pallet jack AGV (low-lift), 3000kg, lift 125mm (jacking only), aisle 2600mm, 1.6 m/s. HIGH confidence. Floor-level pallet transport, no racking.",true,recukyJanezH7UdIk,c34f2ac5-8377-4e53-8b49-4acc6090c846,,recfBZjYxpYK5qFRw,,
recD4giYBivH6oCr5,Mobile AMR,ek robotics X MOVE 600,EU,"Transport AMR platform, 600 kg payload. Navigation: contour (SLAM) + reflector — ek robotics calls it 'ek hybrid navigation'. VDA5050 explicitly confirmed for the X MOVE platform (300/600/1200 variants announced with VDA5050 at launch). Fleet: Transport Manager (centralized, on-premise, OPC-UA/WMS/ERP/MES). Configurable top modules: roller conveyor, lifting column, lifting beam. Company formerly E&K Automation, rebranded to ek robotics under NEURA Mobile Robots GmbH. Founded 1963, HQ Hamburg. battery_type set to Li-Ion based on ek robotics' uniform LI-ION high-power energy platform (range-wide standard; exact Ah/runtime not published). Safety standard certifications not published; ek platform standard is PLd 360° protective field.

Source: https://ek-robotics.com/en/transport-robots/x-move/",true,rec1ZqbEZI1N1xhER,7cab6121-857e-4654-bd44-ddcd3cc69f75,,rec42NUgeoXd8kcYT,"Transport AMR platform, 600 kg payload. Navigation: contour (SLAM) + reflector — ek robotics calls it 'ek hybrid navigation'. VDA5050 explicitly confirmed for the X MOVE platform (300/600/1200 variants announced with VDA5050 at launch). Fleet: Transport Manager (centralized, on-premise, OPC-UA/WMS/ERP/MES). Configurable top modules: roller conveyor, lifting column, lifting beam. Company formerly E&K Automation, rebranded to ek robotics under NEURA Mobile Robots GmbH. Founded 1963, HQ Hamburg. battery_type set to Li-Ion based on ek robotics' uniform LI-ION high-power energy platform (range-wide standard; exact Ah/runtime not published). Safety standard certifications not published; ek platform standard is PLd 360° protective field.",
recD8uVxaZSqBxGJh,Mobile AMR,Omron LD-130CT,EU,"robotics.omron.com LD-130CT. Cart-transporter AMR, 130kg, 0.9 m/s, SLAM, lead-acid. LD platform (tows/pushes carts). HIGH confidence.",true,receHK0TwbfKpgoWJ,38564804-5efa-42ae-8089-6382de948e2e,,reccJzOvaVdfvWJAp,,
recDC6W1kfFwnRwmp,Mobile AMR,MAXOLUTION LA015,EU,"sew-eurodrive.at MAXOLUTION LA015. Logistics assistant, 1500kg. Configurable nav. MEDIUM-HIGH.",true,recBp0jsgCvbubRbL,8883566f-bb08-485e-82a1-4d34914a4e4a,,recORzRhFpqcS5klE,,
recDFPUOb6yt5jCE6,Forklift AGV,OTTO Lifter,EU,"ottomotors.com OTTO Lifter. Fork-equipped AGV, 1200kg, autonomous lift 760mm (manual mode 2.7m — use 760mm for KO matching), 1.5 m/s, SLAM. Lead-acid standard / Li-Ion option. HIGH confidence (datasheet verified). NOT VNA.",true,recoyLjc5lkqQQtKL,0f26724d-980c-436b-9346-fa4dfb904ef3,,recUFI9bK8LfVd8iy,,
recDfmE56iPzd7NGI,Mobile AMR,Geek+ P500R,EU,"geekplus.com P-Series shelf-to-person AMR. P500R, 600kg, 2.0 m/s, SLAM. MEDIUM confidence.",true,recAt0MsnmNI40XJ6,31143a5d-e65b-4494-b31e-a53678be57ca,,recwhVrxzXpFnsfK2,,
recEAhw44Kp3Il1bN,Mobile AMR,OTTO 1200,EU,"ottomotors.com OTTO 1200. Heavy-duty tight-space AMR, 1200kg.",true,recoyLjc5lkqQQtKL,a825a174-8f16-4171-b191-510984e549a4,,recrHFL6bV723lXHM,,
recEcy5XFVnbJ0cg6,Tugger AGV,K32 Tractor,EU|Global,kivnon.com/k32; qviro k32,true,rec7yndnVdYy5eTUb,1eb801e1-17fb-4301-859f-d755cd06dd44,true,recP9p8qgd0xM4MWZ,"Tugger tractor convoy mode; up to 2,000kg towing; MANUAL rear-pin coupling (no auto-hitch); magnetic nav; 1170x480x1040mm; VDA5050 adaptable",Direct|Dealer Network
recEvMTQC5Gi6NeGp,Forklift AGV,ERC 213a,EU|Global,jungheinrich.com/sauer-polymertechnik 2019,true,recoAvZXd1iBbz0KJ,9127324a-6580-4120-8b5d-7457f8187578,true,reco29VTnRbLwGb6z,Compact automated pallet transporter/stacker; laser nav (reflectors+environment),Direct|Dealer Network
recF25qEvpTL0dMDA,Tugger AGV,LTX 50 iGo,EU|Global,"still.de/ltx-20 (LTX 50 iGo); still-forklift.is/ltx-50 (5000kg, 14km/h confirmed)",true,recOxIAGR6tkmh8Sc,d69b19c3-e8f5-40c6-bf24-add01689a4e3,true,rec6oewmtwl7jLKbq,"Automated electric tractor; up to 5,000kg train towing; up to 14 km/h; Li-Ion; LiftRunner B/C/E frames; SUPERSEDES plain LTX 50",Direct|Dealer Network
recFnQ4RbedtXGUyl,Mobile AMR,Geek+ RoboShuttle RS11-DA,EU,"geekplus.com RS-Series RS11-DA. Tote-to-person, 40kg per tote, max reach 10765mm, 1.8 m/s, SLAM. MEDIUM confidence.",true,recAt0MsnmNI40XJ6,2643bc15-1654-4161-92fc-feb244067daa,,recGpIjmVzxVku5cS,,
